Service Name,Physical Address Line 1,Physical Address Line 2,Physical Address Suburb,Physical Address State,Physical Address Post Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2018-19 Australian Government Funding
Arcare Reservoir,2 Gremel Road,,RESERVOIR,VIC,3073,Northern Metro,Residential,70,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.72541292,145.0299489," $5,026,088 "
Royal Freemasons - Monash Gardens Hostel,355 Wellington Road,,MULGRAVE,VIC,3170,Eastern Metro,Residential,50,,,Royal Freemasons Ltd,Charitable,Major Cities of Australia,-37.91906083,145.1654792," $3,160,201 "
Japara Elouera,6-11 Kooringa Place,,TORQUAY,VIC,3228,Barwon-South Western,Residential,75,,,Japara Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-38.32442835,144.3155788," $4,595,281 "
Allan W Lockwood Special Care Hostel,6 SCHURMANN Street,,NATIMUK,VIC,3409,Grampians,Residential,11,,,West Wimmera Health Service,State Government,Outer Regional Australia,-36.74525255,141.937601," $898,341 "
Cheltenham Manor,10-12 Bendigo Street,,CHELTENHAM,VIC,3192,Southern Metro,Residential,155,,,Cheltenham Manor Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.96425534,145.0594984," $6,819,554 "
Liscombe House,339 St Helena Road,,SAINT HELENA,VIC,3088,Northern Metro,Residential,81,,,The Old Colonists' Association of Victoria,Charitable,Major Cities of Australia,-37.689009,145.132578," $5,042,225 "
Lyrebird Village for the Aged,8 Neerim Street,,DROUIN,VIC,3818,Gippsland,Residential,115,,,Lyrebird Villages for the Aged Inc,Community Based,Inner Regional Australia,-38.13468609,145.8646764," $6,764,281 "
Hailey House Hostel,703 Norman Street,,BALLARAT NORTH,VIC,3350,Grampians,Residential,60,,,Ballarat Health Services,State Government,Inner Regional Australia,-37.53649126,143.8578023," $4,242,192 "
Waranga Aged Care Hostel,14 High Street,,RUSHWORTH,VIC,3612,Loddon-Mallee,Residential,32,,,Goulburn Valley Health,State Government,Inner Regional Australia,-36.58714425,145.0164071," $1,385,620 "
Avoca Hostel,10 Templeton Street,,AVOCA,VIC,3467,Grampians,Residential,10,,,Maryborough District Health Service,State Government,Inner Regional Australia,-37.09241886,143.4685646," $775,039 "
Ballan Hostel,168 Inglis Street,,BALLAN,VIC,3342,Grampians,Residential,30,,,Ballan & District Soldiers' Memorial Bush Nursing Hospital & Hostel Inc,Community Based,Inner Regional Australia,-37.5999532,144.2217651," $1,401,269 "
Coptic Hostel,18 St Kyrillos Place,,NARRE WARREN,VIC,3805,Southern Metro,Residential,30,,,Coptic Village Hostel Inc,Religious,Major Cities of Australia,-38.005033,145.287059," $2,127,906 "
Mercy Place Ave Maria,25 Graham Street,,SHEPPARTON,VIC,3630,Hume,Residential,91,,,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,-36.36169129,145.4056538," $6,721,240 "
Bolga Court Hostel,1 Lakeside Drive,,TALLANGATTA,VIC,3700,Hume,Residential,36,,,Tallangatta Health Service,State Government,Outer Regional Australia,-36.21282346,147.1818312," $1,822,185 "
James Thomas Court,117 Morgan Street,,SEBASTOPOL,VIC,3356,Grampians,Residential,34,,,Ballarat Health Services,State Government,Inner Regional Australia,-37.6048763,143.8357074," $2,199,116 "
Benetas Hazelwood House,59-91 Philip Parade,,CHURCHILL,VIC,3842,Gippsland,Residential,38,,,Anglican Aged Care Services Group,Religious,Inner Regional Australia,-38.31868308,146.4238182," $2,728,426 "
R. M. Begg Kyneton Aged Care,27-35 Epping Street,,KYNETON,VIC,3444,Loddon-Mallee,Residential,90,,,R. M. Begg Kyneton Aged Care Inc,Community Based,Inner Regional Australia,-37.251729,144.461164," $4,644,350 "
Warrina Hostel,26 Piper Street,,YARRAWONGA,VIC,3730,Hume,Residential,28,,,Yarrawonga Health,State Government,Inner Regional Australia,-36.01087422,146.0057183," $1,253,484 "
Princes Court Homes Hostel,27 Princes Street,,MILDURA,VIC,3500,Loddon-Mallee,Residential,100,,,Princes Court Homes Inc,Community Based,Outer Regional Australia,-34.19224583,142.1489682," $6,177,580 "
Warramunda Village Hostel,Warramunda Drive,,KYABRAM,VIC,3620,Loddon-Mallee,Residential,61,,,Warramunda Village Inc,Community Based,Inner Regional Australia,-36.31692,145.041876," $3,724,860 "
Bindaree Retirement Centre,1 Highett Street,,MANSFIELD,VIC,3722,Hume,Residential,42,,,Mansfield District Hospital,State Government,Outer Regional Australia,-37.0495796,146.0881979," $2,663,178 "
Cooinda Village Inc,1-35 Kilfeera Road,,BENALLA,VIC,3672,Hume,Residential,82,,,Cooinda Village Inc,Community Based,Inner Regional Australia,-36.55644462,145.9976916," $4,984,290 "
Eventide Lutheran Homes,72 Ballarat Road,,HAMILTON,VIC,3300,Barwon-South Western,Residential,59,,,Lutheran Church of Australia Victorian District,Religious,Inner Regional Australia,-37.74404141,142.0407113," $3,230,751 "
Mercy Place Lynbrook,500 Evans Road,,LYNBROOK,VIC,3975,Southern Metro,Residential,96,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-38.064592,145.261666," $7,704,853 "
Numurkah Pioneers Memorial Lodge,13 Katamatite-Nathalia Road,,NUMURKAH,VIC,3636,Hume,Residential,36,,,Numurkah District Health Service,State Government,Inner Regional Australia,-36.09903753,145.4451363," $2,008,692 "
Johnson-Goodwin Memorial Homes,22 Camp Street,,DONALD,VIC,3480,Loddon-Mallee,Residential,33,,,Johnson-Goodwin Memorial Homes,Community Based,Outer Regional Australia,-36.37080039,142.9774862," $2,520,523 "
St John's Retirement Village Hostel,138 Williams Road,,WANGARATTA,VIC,3677,Hume,Residential,41,,,Respect Group Limited,Charitable,Inner Regional Australia,-36.34604148,146.2977312," $2,436,238 "
Twin Parks Aged Care Centre,33-45 Blake Street,,RESERVOIR,VIC,3073,Northern Metro,Residential,93,,,Coburg Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.73216616,145.0369909," $5,612,302 "
Boort District Health Low Care,1 Kiniry Street,,BOORT,VIC,3537,Loddon-Mallee,Residential,18,,,Boort District Health,State Government,Outer Regional Australia,-36.11516886,143.7271956," $812,178 "
May Noonan Centre,1 Foley Street,,TERANG,VIC,3264,Barwon-South Western,Residential,40,,,Lyndoch Living Limited,Community Based,Inner Regional Australia,-38.24968576,142.918369," $2,788,785 "
Baptcare - Northaven Community,84-86 Shadforth Street,,KERANG,VIC,3579,Loddon-Mallee,Residential,56,,,Baptcare Ltd,Religious,Outer Regional Australia,-35.7261048,143.9157075," $4,279,062 "
Moyola Lodge Hostel,60 Hunter Street,,TATURA,VIC,3616,Hume,Residential,43,,,Moyola Aged Care Incorporated,Community Based,Inner Regional Australia,-36.438385,145.224315," $2,299,752 "
Lumeah Lodge Hostel,13 Hospital Street,,DAYLESFORD,VIC,3460,Grampians,Residential,12,,,Hepburn Health Service,State Government,Inner Regional Australia,-37.337496,144.145251," $827,643 "
St Vincent's Care Services Eltham - Willandra Lodge,43 Diamond Street,,ELTHAM,VIC,3095,Northern Metro,Residential,64,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-37.71218754,145.145762," $3,959,789 "
Sumner House,128 Fitzroy Street,,FITZROY,VIC,3065,Northern Metro,Residential,43,,,Brotherhood of St Laurence,Religious,Major Cities of Australia,-37.80439,144.976476," $2,988,651 "
Sambell Lodge,1 South Terrace,,CLIFTON HILL,VIC,3068,Northern Metro,Residential,43,,,Brotherhood of St Laurence,Religious,Major Cities of Australia,-37.79220967,144.9910309," $3,134,370 "
John Curtin Aged Care,6 Cushing Avenue,,CRESWICK,VIC,3363,Grampians,Residential,65,,,John Curtin Aged Care Inc,Community Based,Inner Regional Australia,-37.41924344,143.8930221," $4,128,189 "
Kellock Lodge,15 Bon Street,,ALEXANDRA,VIC,3714,Hume,Residential,50,,,Trustees of the Anglican Diocese of Wangaratta,Religious,Inner Regional Australia,-37.185569,145.711934," $2,524,675 "
Pyramid Hill Aged Care Home,15 Durham Ox Road,,PYRAMID HILL,VIC,3575,Loddon-Mallee,Residential,23,,,Respect Group Limited,Charitable,Outer Regional Australia,-36.056014,144.109283," $1,376,724 "
R M McHale Hostel,Purdey Street,,TONGALA,VIC,3621,Loddon-Mallee,Residential,42,,,Tongala & District Memorial Aged Care Service Inc,Community Based,Inner Regional Australia,-36.247725,144.95768," $1,435,610 "
Wintringham Hostel - Port Melbourne,79 Swallow Street,,PORT MELBOURNE,VIC,3207,Southern Metro,Residential,35,,,Wintringham,Charitable,Major Cities of Australia,-37.8378555,144.9325196," $2,848,455 "
Wintringham McLean Lodge Hostel,1-2 Little Princes Street,,FLEMINGTON,VIC,3031,Western Metro,Residential,21,,,Wintringham,Charitable,Major Cities of Australia,-37.783346,144.936124," $1,904,867 "
Rochester and District Hostel,1 Pascoe Street,,ROCHESTER,VIC,3561,Loddon-Mallee,Residential,30,,,Rochester & Elmore District Health Service,State Government,Inner Regional Australia,-36.365814,144.697936," $1,544,529 "
Edith Bendall Lodge,11 Park Street,,PASCOE VALE,VIC,3044,Northern Metro,Residential,60,,,Edith Bendall Lodge,Community Based,Major Cities of Australia,-37.72907781,144.9256249," $3,248,479 "
Villa Maria Catholic Homes St Bernadette's Aged Care Residence,17 Park Drive,,SUNSHINE NORTH,VIC,3020,Western Metro,Residential,96,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.75946801,144.8254531," $6,881,860 "
Lakeview Lodge Hostel,22 Church Street,,NAGAMBIE,VIC,3608,Hume,Residential,47,,,Nagambie HealthCare Incorporated,Community Based,Inner Regional Australia,-36.780884,145.14981," $2,414,263 "
Rainbow Bush Nursing Hospital Hostel,12 Sanders Street,,RAINBOW,VIC,3424,Grampians,Residential,10,,,West Wimmera Health Service,State Government,Remote Australia,-35.90364647,141.9949347," $879,279 "
Opal Gillin Park,62-76 Huntingfield Drive,,WARRNAMBOOL,VIC,3280,Barwon-South Western,Residential,46,,,DPG Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-38.386819,142.530909," $3,089,426 "
Estia Health Leopold,52-60 Ash Road,,LEOPOLD,VIC,3224,Barwon-South Western,Residential,75,,,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.19555908,144.4674709," $4,742,308 "
St Paul's Hostel for the Elderly,15-17 Strettle Street,,THORNBURY,VIC,3071,Northern Metro,Residential,60,,,Antonine Sisters Aged Care Services Ltd,Religious,Major Cities of Australia,-37.75409211,144.9832619," $3,555,467 "
Trentham Hostel,22-24 Victoria Street,,TRENTHAM,VIC,3458,Grampians,Residential,20,,,Hepburn Health Service,State Government,Inner Regional Australia,-37.38673635,144.3275985," $1,100,380 "
Skipton Hostel,4 Blake Street,,SKIPTON,VIC,3361,Barwon-South Western,Residential,9,,,Beaufort & Skipton Health Service,State Government,Inner Regional Australia,-37.68462815,143.3666776," $423,896 "
Beaufort Hostel,1-3 Burton Street,,BEAUFORT,VIC,3373,Grampians,Residential,12,,,Beaufort & Skipton Health Service,State Government,Inner Regional Australia,-37.43166284,143.381952," $728,504 "
McLellan House Hostel,2 Robinson Street,,JACANA,VIC,3047,Northern Metro,Residential,32,,,Melbourne Health,State Government,Major Cities of Australia,-37.68581993,144.9126564," $1,248,616 "
BlueCross Clevedon Terrace,405 Upper Heidelberg Road,,HEIDELBERG,VIC,3084,Northern Metro,Residential,51,,,Third Age Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.757343,145.054151," $3,565,725 "
Vasey RSL Care Ivanhoe,61 Edwin Street,,IVANHOE,VIC,3079,Northern Metro,Residential,50,,,Vasey RSL Care Ltd,Community Based,Major Cities of Australia,-37.7522358,145.0503156," $2,672,582 "
Japara Vonlea Manor,1-9 Moran Place,,NORLANE,VIC,3214,Barwon-South Western,Residential,38,,,Japara Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.094394,144.345463," $2,974,420 "
Twin Parks Hostel,47 Blake Street,,RESERVOIR,VIC,3073,Northern Metro,Residential,43,,,Twin Parks Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.732101,145.036395," $2,546,340 "
Ottrey Lodge,16 Campbell Road,,COBRAM,VIC,3644,Hume,Residential,48,,,Ottrey Homes - Cobram And District Retirement Village Inc,Community Based,Inner Regional Australia,-35.9197723,145.6600542," $2,883,676 "
The Ashley,17-21 Ashley Street,,RESERVOIR,VIC,3073,Northern Metro,Residential,65,,,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.7179495,145.0018975," $4,502,156 "
Heathcote Health Low Care Service,39 Hospital Street,,HEATHCOTE,VIC,3523,Loddon-Mallee,Residential,30,,,Heathcote Health,State Government,Inner Regional Australia,-36.92560414,144.7097048," $2,077,878 "
Eventide Homes (Stawell) Inc,111 Patrick Street,,STAWELL,VIC,3380,Grampians,Residential,100,,,Eventide Homes (Stawell) Inc,Charitable,Inner Regional Australia,-37.06356071,142.791826," $6,287,342 "
Lyndoch Hostel,Hopkins Road,,WARRNAMBOOL,VIC,3280,Barwon-South Western,Residential,113,,,Lyndoch Living Limited,Community Based,Inner Regional Australia,-38.396761,142.506861," $6,385,875 "
Maculata Place,124 Maculata Drive,,SHEPPARTON,VIC,3630,Hume,Residential,120,,,Shepparton Retirement Villages Inc,Charitable,Inner Regional Australia,-36.36423,145.39258," $6,076,398 "
mecwacare Elstoft House,12-14 Beulah Street,,HAMLYN HEIGHTS,VIC,3215,Barwon-South Western,Residential,91,,,MECWA,Community Based,Major Cities of Australia,-38.12004996,144.3234831," $6,456,115 "
Uniting AgeWell Kingsville,319 Geelong Road,,KINGSVILLE,VIC,3012,Western Metro,Residential,68,,,The Uniting Church in Australia Property Trust (Victoria),Religious,Major Cities of Australia,-37.807111,144.87764," $5,047,842 "
The Sydney-Lynne Quayle & Fitzroy Lodge Hostels,21 Barclay Street,,HEYWOOD,VIC,3304,Barwon-South Western,Residential,33,,,Heywood Rural Health,State Government,Outer Regional Australia,-38.136946,141.6247213," $1,983,058 "
Moyne Health Services-Moyneyana House,31 COLLEGE Street,,PORT FAIRY,VIC,3284,Barwon-South Western,Residential,52,,,Moyne Health Services,State Government,Inner Regional Australia,-38.38347183,142.2260879," $2,443,470 "
Uniting AgeWell Kalkee Murray,9 Spring Street,,BELMONT,VIC,3216,Barwon-South Western,Residential,40,,,The Uniting Church in Australia Property Trust (Victoria),Religious,Major Cities of Australia,-38.18056681,144.3486428," $2,907,588 "
Holloway Aged Care Services,1 Rotary Drive,,KEILOR EAST,VIC,3033,Western Metro,Residential,70,,,Keilor Hostel for the Aged Association Inc,Community Based,Major Cities of Australia,-37.74693353,144.8620493," $3,841,815 "
Rodney Park Residential Aged Care Service,30-50 Knight Street,,MOOROOPNA,VIC,3629,Hume,Residential,90,,,Shepparton Retirement Villages Inc,Charitable,Inner Regional Australia,-36.38633715,145.3517924," $4,149,194 "
Merindah Lodge Aged Care Facility,1-3 York Street,,CAMPERDOWN,VIC,3260,Barwon-South Western,Residential,8,,,South West Healthcare,State Government,Inner Regional Australia,-38.23800495,143.1391198," $432,664 "
Mercy Place Springvale,472 Springvale Road,,SPRINGVALE SOUTH,VIC,3172,Southern Metro,Residential,42,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-37.969371,145.148433," $2,856,669 "
Allawah Special Care Hostel,42 HUME Street,,YARRAWONGA,VIC,3730,Hume,Residential,30,,,Yarrawonga Health,State Government,Inner Regional Australia,-36.01239768,146.006146," $1,570,924 "
Kaniva Hostel,7 Farmers Street,,KANIVA,VIC,3419,Grampians,Residential,10,,,West Wimmera Health Service,State Government,Outer Regional Australia,-36.38147687,141.2457431," $434,213 "
Assisi Centre Aged Care,230 Rosanna Road,,ROSANNA,VIC,3084,Northern Metro,Residential,150,,,Assisi Centre Limited,Religious,Major Cities of Australia,-37.74103746,145.073836," $9,308,155 "
Inglewood & Districts Health Service Hostel,3 Hospital Street,,INGLEWOOD,VIC,3517,Loddon-Mallee,Residential,20,,,Inglewood & Districts Health Service,State Government,Inner Regional Australia,-36.57258515,143.873394," $1,067,748 "
Doutta Galla Lynch's Bridge Aged Care Facility,44 Market Street,,KENSINGTON,VIC,3031,Western Metro,Residential,58,,,Doutta Galla Aged Services Ltd,Charitable,Major Cities of Australia,-37.789883,144.926735," $3,648,958 "
Eureka Village Hostel,16-40 Balmoral Drive,,BALLARAT EAST,VIC,3350,Grampians,Residential,45,,,Ballarat Health Services,State Government,Inner Regional Australia,-37.55987493,143.8896297," $2,822,524 "
Vasey RSL Care Bundoora,5-7 Tower Avenue,,BUNDOORA,VIC,3083,Northern Metro,Residential,90,,,Vasey RSL Care Ltd,Community Based,Major Cities of Australia,-37.7028324,145.0546767," $5,169,332 "
Allambee Nursing Home Kingston Centre,376 Warrigal Road,,CHELTENHAM,VIC,3192,Southern Metro,Residential,35,,,Monash Health,State Government,Major Cities of Australia,-37.96237044,145.0750839," $2,105,163 "
Coppin Centre,45 Moubray Street,,MELBOURNE,VIC,3004,Western Metro,Residential,183,,,Royal Freemasons Ltd,Charitable,Major Cities of Australia,-37.84768485,144.9844643," $12,272,580 "
A. G. Eastwood Hostel,376 Warrigal Road,,CHELTENHAM,VIC,3192,Southern Metro,Residential,60,,,Monash Health,State Government,Major Cities of Australia,-37.96237044,145.0750839," $1,912,130 "
Mooraleigh Hostel,748 Centre Road,,BENTLEIGH EAST,VIC,3165,Southern Metro,Residential,29,,,Monash Health,State Government,Major Cities of Australia,-37.921796,145.062735," $1,246,837 "
Victorian Elderly Chinese Hostel,77 Hurtle Street,,ASCOT VALE,VIC,3032,Western Metro,Residential,31,,,Victorian Elderly Chinese Welfare Society Inc,Community Based,Major Cities of Australia,-37.77442634,144.9060019," $2,160,203 "
Yarriambiack Lodge Hostel,Dimboola Road,,WARRACKNABEAL,VIC,3393,Grampians,Residential,30,,,Rural Northwest Health,State Government,Outer Regional Australia,-36.25353,142.377585," $2,137,682 "
Doutta Galla Woornack Aged Care Facility,6-8 Killara Street,,SUNSHINE WEST,VIC,3020,Western Metro,Residential,62,,,Doutta Galla Aged Services Ltd,Charitable,Major Cities of Australia,-37.78749453,144.8232716," $4,054,553 "
Kurrajong Lodge,14 Robinson Street,,HORSHAM,VIC,3400,Grampians,Residential,36,,,Wimmera Health Care Group,State Government,Outer Regional Australia,-36.71420238,142.2071499," $2,483,514 "
Doutta Galla Yarraville Village Aged Care Facility,34 A Somerville Road,,YARRAVILLE,VIC,3013,Western Metro,Residential,47,,,Doutta Galla Aged Services Ltd,Charitable,Major Cities of Australia,-37.813522,144.892978," $2,752,416 "
